,side,teamname,team kpm,dragons,barons,towers,dpm,vspm,earned gpm,wcpm,cspm,xpat15,goldat15,result
1549,Red,Team Secret,0.8343,4.0,1.0,10.0,3537.9838,10.0463,1532.5029,2.4681,35.4577,31394.0,29392.0,1
1550,Blue,JD Gaming,0.3593,4.0,1.0,8.0,2128.5491,11.6905,1232.1142,3.0401,32.54324401913876,29876.795454545456,25044.644736842107,1
1551,Red,LNG Esports,0.2764,1.0,1.0,3.0,1561.6306,10.6955,1118.0838,2.6532,32.54324401913876,29876.795454545456,25044.644736842107,0
1552,Blue,J Team,0.561,4.0,2.0,9.0,2326.2155,9.911,1295.5031,1.7364,32.2173,31045.0,25473.0,1
1553,Red,Deep Cross Gaming,0.1603,1.0,0.0,3.0,2223.2591,8.3882,1055.236,1.7097,33.3393,30560.0,23953.0,0
1554,Blue,Fukuoka SoftBank HAWKS gaming,0.5328,2.0,1.0,8.0,2677.9181,7.0153,1296.7933,1.48,32.2644,28840.0,24024.0,1
1555,Red,DetonatioN FocusMe,0.444,3.0,1.0,4.0,2382.4174,9.7681,1144.8545,1.5984,32.2348,30225.0,25893.0,0
1556,Blue,Royal Never Give Up,0.1509,3.0,2.0,7.0,2300.717,10.0189,1099.3962,1.6415,32.54324401913876,29876.795454545456,25044.644736842107,0
1557,Red,Weibo Gaming,0.2264,4.0,2.0,10.0,2529.1132,9.0566,1126.4906,2.6981,32.54324401913876,29876.795454545456,25044.644736842107,1
1558,Blue,Rainbow Warriors,0.1216,0.0,0.0,0.0,1575.6839,8.2067,910.3951,1.5198,33.1611,29478.0,24211.0,0
1559,Red,Team Flash,0.3647,5.0,1.0,11.0,1673.5562,10.1824,1420.0,2.7964,39.5137,31441.0,26027.0,1
1560,Blue,Deep Cross Gaming,1.0479,4.0,1.0,8.0,3389.4423,8.5521,1503.1437,2.0282,32.9239,31287.0,27343.0,1
1561,Red,J Team,0.5408,0.0,0.0,2.0,2576.2817,7.4028,1080.8113,0.7775,29.1042,28368.0,25874.0,0
1562,Blue,V3 Esports,0.247,1.0,0.0,2.0,1692.9552,8.3989,943.1473,1.3449,31.0979,29628.0,23846.0,0
1563,Red,AXIZ CREST,0.3568,4.0,2.0,8.0,2371.4822,8.5361,1158.527,1.839,32.9094,31626.0,25499.0,1
1564,Blue,Weibo Gaming,0.6243,2.0,2.0,11.0,2671.4129,9.0033,1412.5958,1.5444,32.54324401913876,29876.795454545456,25044.644736842107,1
1565,Red,Royal Never Give Up,0.1972,2.0,0.0,1.0,1729.9452,8.2804,914.885,1.6758,32.54324401913876,29876.795454545456,25044.644736842107,0
1566,Blue,Rainbow Warriors,0.1246,0.0,0.0,0.0,1874.9896,6.7682,846.9343,1.6609,30.0208,26237.0,22331.0,0
1567,Red,Team Flash,0.872,3.0,1.0,11.0,2975.9585,8.1384,1601.7301,1.2042,36.8304,33722.0,31293.0,1
1568,Blue,J Team,0.4985,2.0,1.0,9.0,3152.6686,8.7097,1163.9003,1.2023,29.2669,30338.0,24143.0,1
1569,Red,Deep Cross Gaming,0.3812,3.0,1.0,2.0,2585.5132,7.5073,1051.349,1.6422,31.8768,29878.0,22691.0,0
1570,Blue,AXIZ CREST,0.1705,0.0,0.0,4.0,1661.5227,7.9773,992.625,1.3977,31.6705,28857.0,22752.0,0
1571,Red,V3 Esports,0.6818,4.0,1.0,11.0,2460.2727,9.4773,1341.6477,1.7386,34.6364,29978.0,25260.0,1
1572,Blue,SK Gaming,0.3371,1.0,0.0,1.0,1502.7341,6.4419,938.6891,1.4232,29.0262,27943.0,24307.0,0
1573,Red,Team Vitality,0.5993,3.0,1.0,11.0,2267.6779,9.6255,1542.809,1.9101,39.176,31562.0,29870.0,1
1574,Blue,RED Canids,0.4352,4.0,0.0,6.0,1909.7872,9.3714,1101.8472,1.3636,30.3772,29957.0,27228.0,0
1575,Red,Fluxo,0.3482,1.0,2.0,8.0,2149.9903,7.6596,1265.3385,2.06,30.8124,27754.0,22648.0,1
1576,Blue,Team Vitality,0.567,1.0,1.0,10.0,2197.9563,9.1435,1377.2357,2.0201,35.0148,30016.0,26506.0,1
1577,Red,SK Gaming,0.4962,3.0,0.0,1.0,2396.9876,8.6474,1069.5806,1.8074,33.2782,29528.0,26011.0,0
1578,Blue,KaBuM! Esports,0.0339,0.0,0.0,3.0,1262.3729,6.9153,885.7288,1.4915,31.7627,29309.0,23164.0,0
1579,Red,paiN Gaming,0.3729,4.0,1.0,9.0,2153.5254,9.1864,1215.6949,1.8305,34.6102,30744.0,25066.0,1
1580,Blue,MAD Lions KOI,0.2936,1.0,0.0,2.0,1803.6697,8.0,973.0275,1.7615,31.1193,29105.0,24557.0,0
1581,Red,Fnatic,0.6606,2.0,1.0,9.0,2984.8807,9.1009,1372.7706,1.4679,34.2385,31855.0,27617.0,1
1582,Blue,INTZ,0.3796,2.0,0.0,3.0,2579.0365,7.7956,1051.2993,1.2847,29.8102,29269.0,25943.0,0
1583,Red,LOUD,0.4672,4.0,2.0,11.0,2829.3431,9.3723,1268.438,1.4307,31.5036,29667.0,25633.0,1
1584,Blue,MAD Lions KOI,0.2895,2.0,2.0,7.0,2593.5837,9.49,1135.0586,2.295,31.2612,30828.0,25408.0,0
1585,Red,Fnatic,0.2895,6.0,1.0,10.0,1962.3225,11.785,1183.4804,2.1709,32.0882,31560.0,26119.0,1
1586,Blue,Los Grandes,0.2664,0.0,0.0,2.0,1460.5771,7.9245,966.5927,1.6315,32.3307,29952.0,24437.0,0
1587,Red,FURIA,0.4994,5.0,1.0,9.0,1921.2653,12.0866,1397.1809,2.7636,36.0266,32661.0,27029.0,1
1588,Blue,Vivo Keyd Stars,0.9381,3.0,1.0,10.0,3623.8124,7.9735,1453.4937,1.1545,31.4973,30645.0,25646.0,1
1589,Red,Liberty,0.3608,1.0,0.0,0.0,2252.1828,6.386,913.9627,0.9741,26.9874,28438.0,22347.0,0
1590,Blue,Dignitas,0.1778,1.0,0.0,3.0,2516.0522,7.54,959.1464,1.9561,32.1873,31255.0,25157.0,0
1591,Red,FlyQuest,0.5335,3.0,1.0,11.0,2911.0492,8.2869,1390.9544,1.3515,35.0682,31320.0,24046.0,1
1592,Blue,Team Liquid,0.2035,3.0,1.0,10.0,1873.3635,9.056,1191.9955,1.5263,35.1385,30961.0,24956.0,1
1593,Red,Cloud9,0.0339,1.0,0.0,1.0,1720.7349,7.6314,909.4291,1.662,35.4098,31916.0,24904.0,0
1594,Blue,Shopify Rebellion,0.4551,0.0,0.0,1.0,3367.1412,6.6161,1003.2672,1.0502,28.2147,29853.0,25141.0,0
1595,Red,100 Thieves,0.8051,4.0,1.0,10.0,4064.0023,7.6313,1487.3279,1.4702,33.1155,30753.0,26349.0,1
1596,Blue,NRG,0.2348,1.0,0.0,4.0,2368.3268,8.8063,976.7906,2.0841,31.5558,29569.0,24288.0,0
1597,Red,Immortals,0.4697,4.0,1.0,7.0,2627.4951,8.5127,1134.0705,1.7025,32.3483,28268.0,23503.0,1
1598,Blue,MAMMOTH,0.3468,2.0,0.0,2.0,2120.7399,6.4855,998.1503,1.2832,31.4913,30532.0,25807.0,0
1599,Red,Ground Zero Gaming,0.5896,2.0,1.0,10.0,2367.5376,9.5376,1399.1792,1.9075,34.8902,31714.0,25964.0,1
1600,Blue,Ground Zero Gaming,0.5933,2.0,1.0,10.0,2843.4734,8.7515,1371.8418,2.4104,33.8937,29295.0,25756.0,1
1601,Red,MAMMOTH,0.3708,1.0,0.0,1.0,2239.3572,7.4536,904.4499,1.1496,27.6267,28878.0,24806.0,0
1602,Blue,Dplus KIA Challengers,0.358,4.0,1.0,7.0,2367.2554,9.284,1251.3365,2.2912,35.895,28881.0,24864.0,1
1603,Red,OKSavingsBank BRION Challengers,0.2864,2.0,1.0,4.0,2147.3986,10.3819,1056.5632,1.9332,31.2172,28762.0,24902.0,0
1604,Blue,OKSavingsBank BRION Challengers,0.0751,2.0,0.0,0.0,1783.9299,8.4856,869.6996,1.577,34.9562,30670.0,23600.0,0
1605,Red,Dplus KIA Challengers,0.4881,2.0,1.0,11.0,2007.184,8.8235,1471.8398,2.4781,41.1514,32288.0,26385.0,1
1606,Blue,Team WE,0.4001,3.0,1.0,9.0,3102.1741,11.3638,1136.5789,3.2011,32.54324401913876,29876.795454545456,25044.644736842107,1
1607,Red,LGD Gaming,0.2001,4.0,1.0,3.0,2798.8329,11.7839,979.8266,3.3611,32.54324401913876,29876.795454545456,25044.644736842107,0
1608,Blue,LGD Gaming,0.355,2.0,1.0,10.0,2252.5013,11.1673,1330.5863,2.8402,32.54324401913876,29876.795454545456,25044.644736842107,1
1609,Red,Team WE,0.1614,2.0,0.0,2.0,2295.3308,9.0694,1027.9398,2.3884,32.54324401913876,29876.795454545456,25044.644736842107,0
1610,Blue,Ultra Prime,0.3442,1.0,1.0,7.0,2082.1797,9.2925,1206.8834,1.6444,32.54324401913876,29876.795454545456,25044.644736842107,1
1611,Red,Anyone's Legend,0.2677,3.0,0.0,0.0,2207.5335,7.5717,980.1147,2.6769,32.54324401913876,29876.795454545456,25044.644736842107,0
1612,Blue,Team WE,0.9206,1.0,1.0,7.0,2947.445,7.6451,1480.5871,1.561,32.54324401913876,29876.795454545456,25044.644736842107,1
1613,Red,LGD Gaming,0.2802,2.0,0.0,2.0,1670.9139,8.1654,1008.032,1.441,32.54324401913876,29876.795454545456,25044.644736842107,0
1614,Blue,Anyone's Legend,0.4857,4.0,2.0,8.0,3340.4224,10.095,1265.2376,2.9145,32.54324401913876,29876.795454545456,25044.644736842107,1
1615,Red,Ultra Prime,0.2534,3.0,0.0,5.0,2917.7825,10.1584,1012.8405,1.9007,32.54324401913876,29876.795454545456,25044.644736842107,0
1616,Blue,Ultra Prime,0.3168,3.0,0.0,3.0,1825.4382,9.1235,1038.4055,1.6473,32.54324401913876,29876.795454545456,25044.644736842107,0
1617,Red,Anyone's Legend,0.4435,2.0,1.0,8.0,2256.2091,9.5354,1248.5322,2.8194,32.54324401913876,29876.795454545456,25044.644736842107,1
1618,Blue,Team BDS,0.6787,2.0,1.0,9.0,2141.7421,8.1448,1350.5769,1.5271,33.0543,30200.0,26348.0,1
1619,Red,Team Vitality,0.2036,2.0,0.0,4.0,1617.9638,8.7217,1011.448,1.4253,33.733,30235.0,26005.0,0
1620,Blue,Team Vitality,0.3829,2.0,0.0,3.0,2232.2533,8.9838,1048.218,1.5022,32.4006,28881.0,23834.0,0
1621,Red,Team BDS,0.6775,3.0,2.0,8.0,2342.9455,7.3638,1273.7261,1.6495,30.7216,29033.0,23532.0,1
1622,Blue,G2 Esports,0.6861,4.0,1.0,8.0,3497.4324,7.7339,1303.0977,1.0915,33.3056,30867.0,26800.0,1
1623,Red,Fnatic,0.0936,1.0,0.0,1.0,2222.6819,7.1726,881.9439,1.3721,31.9023,29419.0,23588.0,0
1624,Blue,Fnatic,0.4883,4.0,2.0,11.0,2229.9946,9.3109,1393.5431,1.7254,34.6717,31610.0,27177.0,1
1625,Red,G2 Esports,0.1953,0.0,0.0,5.0,1728.6381,7.9761,1076.2561,1.3348,33.5974,28668.0,23561.0,0
1626,Blue,Liberty Academy,0.1489,1.0,0.0,0.0,2048.933,6.2531,808.3995,0.9305,29.4045,26993.0,22186.0,0
1627,Red,FURIA Academy,0.8933,3.0,1.0,10.0,2683.9206,8.1141,1457.6055,1.1911,32.0471,30384.0,27926.0,1
1628,Blue,G2 Esports,0.7603,3.0,0.0,7.0,2438.0496,8.6942,1213.7521,1.5868,30.1818,30027.0,25467.0,1
1629,Red,Fnatic,0.3967,1.0,0.0,3.0,2481.9174,8.7934,1085.5537,1.686,31.8017,30915.0,26750.0,0
1630,Blue,paiN Gaming Academy,0.6135,4.0,2.0,10.0,3031.8712,8.3742,1435.2454,1.4417,35.0307,31151.0,25687.0,1
1631,Red,Los Grandes Academy,0.2147,1.0,0.0,4.0,1666.411,8.0061,1028.773,1.5031,32.7914,30107.0,23667.0,0
1632,Blue,Flamengo Academy,0.4265,3.0,1.0,7.0,1788.912,8.6933,1202.6244,1.9027,34.3466,30107.0,25220.0,1
1633,Red,LOUD Academy,0.1312,1.0,0.0,3.0,1537.9224,8.07,960.3937,1.345,32.5752,30892.0,24582.0,0
1634,Blue,ION Global Esports,0.2219,1.0,0.0,2.0,1774.8089,6.0666,973.3169,1.3317,33.4772,30280.0,24225.0,0
1635,Red,Team Bliss,0.7398,3.0,1.0,9.0,2763.8101,9.2109,1431.603,1.5166,35.7707,30246.0,25680.0,1
1636,Blue,Team Bliss,0.7048,1.0,1.0,8.0,2857.5771,6.2996,1405.022,0.6608,32.9956,30733.0,26555.0,1
1637,Red,ION Global Esports,0.2643,2.0,0.0,0.0,1657.489,5.3744,840.793,0.9251,30.0,29296.0,23673.0,0
1638,Blue,KT Rolster Challengers,0.3307,2.0,1.0,11.0,2674.2986,10.521,1285.1303,1.8337,35.982,29009.0,23623.0,1
1639,Red,DRX Challengers,0.1503,2.0,1.0,4.0,1397.014,8.477,1071.1022,2.014,34.5391,31066.0,25954.0,0
1640,Blue,DRX Challengers,0.6537,4.0,1.0,10.0,2854.0252,8.4977,1384.6101,1.3417,35.7454,31193.0,25215.0,1
1641,Red,KT Rolster Challengers,0.172,0.0,0.0,0.0,1703.4289,7.844,908.5665,1.5138,31.6514,27476.0,22563.0,0
1642,Blue,Antic Esports,0.7463,4.0,1.0,11.0,2829.0299,7.8358,1483.9925,1.0821,36.6791,31275.0,26348.0,1
1643,Red,FURY Global,0.0746,0.0,0.0,2.0,1379.5149,6.4552,847.9851,1.194,31.0821,27961.0,22680.0,0
1644,Blue,EDward Gaming,0.211,0.0,0.0,2.0,1363.8921,8.3705,1011.6647,1.3716,32.54324401913876,29876.795454545456,25044.644736842107,0
1645,Red,FunPlus Phoenix,0.422,4.0,1.0,11.0,2046.7526,10.0586,1330.6917,2.075,32.54324401913876,29876.795454545456,25044.644736842107,1
1646,Blue,KT Rolster Challengers,0.4502,4.0,1.0,10.0,3124.4695,11.0932,1328.0707,2.3473,35.627,29590.0,24997.0,1
1647,Red,DRX Challengers,0.1929,0.0,0.0,0.0,1991.7685,7.0418,897.3633,1.3826,31.5434,30232.0,24242.0,0
1648,Blue,FURY Global,0.2658,1.0,0.0,2.0,2122.6709,5.8861,990.0,0.7975,29.8861,27965.0,25046.0,0
1649,Red,Antic Esports,0.9114,3.0,1.0,11.0,3200.5443,6.2658,1494.3418,1.1772,32.5823,28908.0,25395.0,1
1650,Blue,FunPlus Phoenix,0.4124,0.0,0.0,4.0,2168.866,8.2818,1080.7216,1.3402,32.54324401913876,29876.795454545456,25044.644736842107,0
1651,Red,EDward Gaming,0.6186,4.0,2.0,10.0,2982.4055,9.4845,1422.646,1.89,32.54324401913876,29876.795454545456,25044.644736842107,1
1652,Blue,EDward Gaming,0.1825,2.0,1.0,2.0,1595.2154,7.2985,972.8028,1.2772,32.54324401913876,29876.795454545456,25044.644736842107,0
1653,Red,FunPlus Phoenix,0.3041,2.0,1.0,11.0,2515.0735,7.5418,1248.8393,1.0948,32.54324401913876,29876.795454545456,25044.644736842107,1
1654,Blue,LNG Esports,0.1388,0.0,0.0,2.0,1777.7151,7.5486,1001.1286,1.4431,32.54324401913876,29876.795454545456,25044.644736842107,0
1655,Red,Bilibili Gaming,0.3885,4.0,1.0,10.0,2085.2359,10.074,1264.5513,1.7761,32.54324401913876,29876.795454545456,25044.644736842107,1
1656,Blue,Bilibili Gaming,0.3674,4.0,3.0,11.0,2154.9207,11.6282,1290.6484,1.8588,32.54324401913876,29876.795454545456,25044.644736842107,1
1657,Red,LNG Esports,0.281,2.0,1.0,3.0,2273.0187,8.451,1113.4582,2.4856,32.54324401913876,29876.795454545456,25044.644736842107,0
1658,Blue,GLORE,0.5607,4.0,2.0,11.0,2498.2911,9.2123,1420.1602,1.6288,33.4312,28060.0,24993.0,1
1659,Red,BRUTE,0.3204,2.0,0.0,2.0,3170.8144,6.6222,965.7944,1.6021,30.2003,28514.0,23118.0,0
1660,Blue,Back2TheGame,0.4187,2.0,1.0,10.0,2352.4638,9.1143,1259.3237,1.1916,34.0097,30405.0,24225.0,1
1661,Red,Team ESCA Gaming,0.1288,3.0,0.0,2.0,1343.5749,5.7327,923.3494,1.1272,33.3011,29535.0,22421.0,0
1662,Blue,Team UNiTY,0.6904,2.0,1.0,10.0,3280.9973,7.9562,1271.8356,1.3479,31.4301,31015.0,25522.0,1
1663,Red,eSuba,0.1644,2.0,0.0,1.0,2183.1452,5.8192,908.7452,1.2493,30.5753,28881.0,24365.0,0
1664,Blue,Zero Tenacity,0.7776,1.0,1.0,10.0,2886.6303,8.1037,1424.6521,1.2278,32.6194,29240.0,25916.0,1
1665,Red,Iron Wolves,0.3274,3.0,0.0,1.0,1772.5784,6.4256,977.3124,1.5962,31.4734,29831.0,25824.0,0
1666,Blue,Myth Esports,0.881,4.0,0.0,9.0,3642.4762,7.1905,1329.9286,1.2857,31.4286,31087.0,25461.0,1
1667,Red,Once Upon A Team,0.3333,3.0,2.0,5.0,3007.881,7.6429,1133.3571,1.0952,32.3571,30944.0,24973.0,0
1668,Blue,OGC Sigma Esports,0.5026,4.0,0.0,5.0,2636.3861,6.438,1068.6318,0.9095,28.3127,30287.0,24541.0,0
1669,Red,Dynamo Eclot,0.4308,3.0,2.0,11.0,2539.7926,7.2517,1294.4396,1.2684,30.7539,29696.0,23763.0,1
1670,Blue,Forsaken,0.649,3.0,2.0,11.0,2979.4471,7.6923,1245.625,1.9952,30.1202,30192.0,25930.0,1
1671,Red,devils.one,0.4327,4.0,0.0,1.0,3456.5865,7.3077,1023.3654,1.274,29.8798,28573.0,23625.0,0
1672,Blue,Vivo Keyd Stars Academy,0.2383,0.0,0.0,4.0,2190.5362,9.3247,1015.8292,1.6385,32.1748,29491.0,24677.0,0
1673,Red,KaBuM! Academy,0.5065,5.0,1.0,10.0,2406.7329,8.2224,1288.0338,2.0258,32.86,30938.0,25156.0,1
1674,Blue,One Way Esports,0.4719,4.0,1.0,9.0,2235.1685,7.9213,1275.7416,1.1124,32.5281,30066.0,24102.0,1
1675,Red,ZennIT,0.1685,0.0,0.0,5.0,1658.7303,7.2135,1011.1011,1.0449,33.7079,29230.0,23337.0,0
1676,Blue,GRP Esports,0.294,0.0,0.0,3.0,2077.8552,6.957,982.0142,1.1758,29.4937,30400.0,25284.0,0
1677,Red,Orbit Anonymo Esports,0.8819,5.0,0.0,9.0,3058.6935,8.6881,1461.1649,1.5351,33.6745,30276.0,25699.0,1
1678,Blue,SNOOZE Esports,0.3549,3.0,1.0,7.0,3299.5944,7.4525,1201.8504,0.8872,31.4829,29673.0,23560.0,0
1679,Red,Dynasty,0.6844,4.0,1.0,7.0,2991.9392,7.1483,1264.436,1.2421,31.5843,31521.0,24664.0,1
1680,Blue,mCon esports,0.8748,4.0,1.0,10.0,3019.3925,6.452,1386.0146,0.8748,30.9842,31764.0,27501.0,1
1681,Red,A One Man Army,0.2916,0.0,0.0,2.0,1958.8214,6.1968,947.9344,1.1665,28.87,28706.0,23140.0,0
1682,Blue,FURIA Academy,0.6203,4.0,3.0,10.0,3483.8075,9.1551,1256.6845,1.6471,27.0374,28820.0,23670.0,1
1683,Red,Flamengo Academy,0.4278,4.0,0.0,5.0,2593.9465,7.1658,1000.9626,1.3048,27.893,30296.0,23267.0,0
1684,Blue,All Knights,0.355,3.0,0.0,4.0,2275.8687,7.8429,1009.575,1.3878,29.7902,28117.0,26476.0,0
1685,Red,Isurus,0.7423,1.0,1.0,9.0,2836.4282,9.2308,1289.8548,1.6138,28.1764,27713.0,24637.0,1
1686,Blue,Los Grandes Academy,1.0738,3.0,2.0,11.0,3591.6703,7.5813,1531.9848,1.2039,31.3341,30519.0,26529.0,1
1687,Red,Liberty Academy,0.3905,1.0,0.0,2.0,2386.3666,5.8568,1004.3818,0.7809,29.5445,28794.0,23629.0,0
1688,Blue,All Knights,0.53,2.0,0.0,1.0,2306.3604,7.5972,1043.7102,1.1661,29.1166,29161.0,25732.0,0
1689,Red,Isurus,0.8481,2.0,1.0,9.0,3537.8092,8.2332,1354.947,1.2367,30.2827,29833.0,26515.0,1
1690,Blue,Six Karma,0.2498,0.0,0.0,1.0,2155.5448,6.3706,863.2755,1.0826,29.1881,27602.0,22657.0,0
1691,Red,Estral Esports,0.7078,3.0,1.0,9.0,3355.2117,9.1603,1429.4656,1.9153,33.9764,30637.0,26134.0,1
1692,Blue,Estral Esports,1.0293,0.0,1.0,10.0,3402.2873,8.9207,1629.2209,1.9299,36.6262,31796.0,27028.0,1
1693,Red,Six Karma,0.2573,2.0,0.0,1.0,2342.5733,7.5054,853.381,0.9864,28.1344,28041.0,23185.0,0
1694,Blue,Ground Zero Gaming,0.8588,3.0,1.0,9.0,2515.3155,8.1588,1434.2615,1.3663,34.743,30182.0,28019.0,1
1695,Red,ION Global Esports,0.1561,0.0,0.0,1.0,1777.5146,5.5433,878.5296,0.9759,31.9714,27730.0,22601.0,0
1696,Blue,ION Global Esports,0.3727,0.0,0.0,0.0,2213.9545,5.8385,926.2526,0.911,29.648,28074.0,24415.0,0
1697,Red,Ground Zero Gaming,0.9938,3.0,1.0,11.0,3296.3147,6.9979,1599.0476,0.9938,35.1139,31025.0,27423.0,1
1698,Blue,Invictus Gaming,0.456,0.0,0.0,2.0,2032.5407,9.0554,1089.8371,1.759,32.54324401913876,29876.795454545456,25044.644736842107,0
1699,Red,Royal Never Give Up,0.7492,4.0,1.0,9.0,2387.0684,8.7948,1470.7492,2.443,32.54324401913876,29876.795454545456,25044.644736842107,1
1700,Blue,Royal Never Give Up,0.3636,1.0,0.0,4.0,3033.5065,10.0519,1055.8442,1.5844,32.54324401913876,29876.795454545456,25044.644736842107,0
1701,Red,Invictus Gaming,0.6494,4.0,2.0,9.0,3037.1948,8.7273,1359.3766,2.5195,32.54324401913876,29876.795454545456,25044.644736842107,1
1702,Blue,Invictus Gaming,0.3531,3.0,1.0,8.0,1586.86,11.5763,1120.2774,2.5473,32.54324401913876,29876.795454545456,25044.644736842107,1
1703,Red,Royal Never Give Up,0.2018,3.0,0.0,2.0,1799.5712,11.2232,972.7364,3.1021,32.54324401913876,29876.795454545456,25044.644736842107,0
1704,Blue,Weibo Gaming,0.255,0.0,0.0,0.0,1237.0113,5.3966,870.255,0.7649,32.54324401913876,29876.795454545456,25044.644736842107,0
1705,Red,Top Esports,1.0198,2.0,1.0,11.0,3146.1331,8.2861,1610.0992,1.4023,32.54324401913876,29876.795454545456,25044.644736842107,1
1706,Blue,Top Esports,0.4789,0.0,1.0,9.0,2667.0067,9.0732,1397.0554,1.49,32.54324401913876,29876.795454545456,25044.644736842107,1
1707,Red,Weibo Gaming,0.4523,4.0,1.0,6.0,2246.2882,7.051,1141.1973,1.5698,32.54324401913876,29876.795454545456,25044.644736842107,0
1708,Blue,GameWard,0.2743,1.0,0.0,0.0,1592.0183,7.7988,894.9445,1.3717,31.4304,29270.0,24193.0,0
1709,Red,BK ROG Esports,0.5487,2.0,1.0,9.0,2823.5271,8.1515,1431.2214,1.646,37.0346,31916.0,26753.0,1
1710,Blue,GRP Esports,0.4011,3.0,1.0,4.0,2555.788,6.7622,1074.0115,0.9456,28.4527,28225.0,23500.0,0
1711,Red,Forsaken,0.745,3.0,0.0,9.0,3174.3266,8.0229,1185.788,1.1748,27.5931,27561.0,22384.0,1
1712,Blue,Guasones,0.6421,3.0,1.0,11.0,2693.8644,8.3472,1359.8811,1.5696,34.6017,31047.0,24944.0,1
1713,Red,ZETA,0.2854,1.0,0.0,1.0,1825.648,7.9548,920.1189,1.4269,31.2485,30654.0,24580.0,0
1714,Blue,Eintracht Frankfurt,0.3888,1.0,0.0,1.0,2154.4924,6.9978,1043.3909,1.0691,32.6242,29462.0,24884.0,0
1715,Red,Unicorns of Love Sexy Edition,0.6479,3.0,1.0,11.0,2937.3434,8.6501,1450.0432,1.4255,37.0626,32730.0,27946.0,1
1716,Blue,Vitality.Bee,0.2468,1.0,0.0,2.0,2140.8432,7.8046,1001.2751,1.4807,33.8098,30247.0,25158.0,0
1717,Red,Team GO,0.3702,4.0,1.0,11.0,2993.7995,8.6684,1367.0746,1.9126,37.5424,30923.0,25989.0,1
1718,Blue,DMG Esports,0.8173,2.0,3.0,8.0,3237.8125,7.6683,1430.2885,1.226,31.0096,29347.0,24877.0,1
1719,Red,Nativz,0.2404,4.0,0.0,10.0,2636.6827,8.3894,1132.0673,1.4183,33.9183,29411.0,24772.0,0
1720,Blue,UCAM Esports,0.6163,1.0,2.0,8.0,2412.8505,8.5054,1314.8844,1.171,29.6456,29705.0,26050.0,1
1721,Red,Ramboot Club,0.6471,3.0,0.0,5.0,2283.4515,8.6595,1256.641,1.6949,33.2203,29826.0,25374.0,0
1722,Blue,MOUZ NXT,0.1753,1.0,0.0,2.0,1780.4529,5.6976,943.2579,1.0957,31.4682,28736.0,23984.0,0
1723,Red,NNO Prime,1.0519,2.0,1.0,10.0,2849.1892,6.8809,1612.8123,0.7889,36.0263,32702.0,28422.0,1
1724,Blue,Team ESCA Gaming,0.1117,0.0,0.0,2.0,2129.7952,6.0335,892.6629,0.7821,32.2533,29147.0,23133.0,0
1725,Red,devils.one,0.6704,4.0,1.0,9.0,2900.4469,7.1508,1327.3743,1.4898,34.041,31035.0,25071.0,1
1726,Blue,Gentle Mates,0.5402,4.0,1.0,9.0,2133.8323,10.2645,1306.0551,1.8233,33.3934,30729.0,28240.0,1
1727,Red,Aegis,0.1351,0.0,0.0,1.0,1530.3545,6.4828,836.1508,1.4856,30.2195,26766.0,22148.0,0
1728,Blue,Ruddy Esports,0.3124,1.0,0.0,3.0,2354.141,6.2754,1059.3848,1.221,32.797,29080.0,23202.0,0
1729,Red,Lundqvist Lightside,0.5679,4.0,1.0,10.0,3113.8097,7.4397,1279.7634,0.7383,32.3994,30326.0,24969.0,1
1730,Blue,Bar̤a eSports,0.4892,0.0,2.0,7.0,2686.6938,7.7293,1166.2943,1.1741,29.1317,28895.0,26088.0,0
1731,Red,Rebels Gaming,0.6604,6.0,0.0,11.0,2909.8166,8.9523,1281.4513,1.541,28.1533,28732.0,24701.0,1
1732,Blue,Austrian Force willhaben,0.434,3.0,3.0,10.0,2800.7523,7.9855,1308.868,2.2134,33.6781,28890.0,24323.0,1
1733,Red,Eintracht Spandau,0.3472,4.0,0.0,7.0,2748.3689,10.2206,1139.8698,1.7143,33.5045,29028.0,26097.0,0
1734,Blue,Orbit Anonymo Esports,0.718,4.0,1.0,10.0,2812.7575,6.6805,1436.6285,1.3424,34.7138,30602.0,24013.0,1
1735,Red,Iron Wolves,0.281,1.0,0.0,1.0,2186.6285,5.5255,992.5286,0.6868,32.8408,31000.0,24035.0,0
1736,Blue,Team BDS Academy,0.2784,4.0,1.0,10.0,2911.242,11.1777,1179.8073,3.2976,34.2827,28277.0,24642.0,1
1737,Red,Karmine Corp Blue,0.3212,3.0,2.0,7.0,1946.2741,11.9486,1236.5739,2.6767,33.1906,30743.0,25778.0,0
1738,Blue,Verdant,0.2412,1.0,0.0,2.0,1934.5434,5.4796,924.2964,0.6893,30.4997,28678.0,22733.0,0
1739,Red,Lionscreed,0.8616,3.0,2.0,10.0,2730.1551,6.9271,1506.7547,1.0684,34.8765,30143.0,26034.0,1
1740,Blue,Movistar KOI,0.1728,0.0,0.0,3.0,2168.7097,7.0161,968.8479,1.1751,32.2465,30008.0,25060.0,0
1741,Red,Los Heretics,0.7258,3.0,1.0,9.0,2355.2419,7.3272,1355.6682,1.0369,33.871,31470.0,24514.0,1
1742,Blue,Zero Tenacity,0.879,1.0,1.0,10.0,3445.414,8.828,1407.2102,1.6815,32.1783,30711.0,25098.0,1
1743,Red,Back2TheGame,0.1911,2.0,0.0,0.0,2573.6561,6.4586,798.0764,1.3758,27.707,29075.0,23173.0,0
